Date/Time,Market Price,Competitor Data,Market Trends,Market Demand
2012-01-01,0.16789093429017068,High,Upward,13518
2012-01-02,0.15176152382348573,Medium,Upward,2115
2012-01-03,0.24144285249351805,High,Stable,22353
2012-01-04,0.07110358998557226,Low,Downward,25482
2012-01-05,0.10728124193925118,High,Stable,20264
2012-01-06,0.15600615132266804,Low,Upward,42504
2012-01-07,0.22095202938595343,Low,Upward,32219
2012-01-08,0.23445667543201817,Medium,Upward,14567
2012-01-09,0.10392799278207168,High,Stable,7266
2012-01-10,0.04476386153579736,Medium,Downward,31828
2012-01-11,0.12275633354288072,Medium,Upward,48753
2012-01-12,0.11675571151137155,Medium,Downward,38658
2012-01-13,0.2470271549445317,Low,Upward,5040
2012-01-14,0.12483347374397367,Low,Downward,32259
2012-01-15,0.09725905984671047,Low,Stable,26196
2012-01-16,0.11038302239768548,Low,Upward,17595
2012-01-17,0.11732378173723905,High,Upward,25489
2012-01-18,0.2107388840832555,High,Upward,15710
2012-01-19,0.04782327642287812,Low,Stable,3246
2012-01-20,0.09963155075250586,Low,Stable,4146
2012-01-21,0.24259006821956192,High,Downward,45979
2012-01-22,0.06368255105573599,Medium,Stable,41317
2012-01-23,0.1933722907371698,Medium,Upward,4942
2012-01-24,0.10840657026362388,Low,Downward,16870
2012-01-25,0.15799281576279559,Medium,Stable,47755
2012-01-26,0.05190056847195405,Low,Downward,7887
2012-01-27,0.09741056681786824,Low,Downward,24552
2012-01-28,0.14019028716539542,Low,Downward,16435
2012-01-29,0.08097414479868884,High,Upward,23018
2012-01-30,0.1492113874716935,Medium,Upward,32673
2012-01-31,0.07834704909379758,High,Stable,49375
2012-02-01,0.17302212158312186,Medium,Upward,43765
2012-02-02,0.22895795485506915,High,Downward,45839
2012-02-03,0.048807500217345715,High,Downward,15524
2012-02-04,0.077655527870739,Low,Upward,32151
2012-02-05,0.21577306599727258,Low,Downward,32233
2012-02-06,0.16894176679723066,High,Upward,10061
2012-02-07,0.04731596177136435,Medium,Downward,14279
2012-02-08,0.13699702532408897,Medium,Stable,16604
2012-02-09,0.0761468733024937,Low,Stable,28045
2012-02-10,0.07380120669541534,Low,Upward,45901
2012-02-11,0.23694197553931523,Medium,Upward,13627
2012-02-12,0.19753914057674396,Medium,Upward,43168
2012-02-13,0.18317073057531164,Medium,Upward,45500
2012-02-14,0.0825643397571289,Low,Upward,12840
2012-02-15,0.056086155269009105,Medium,Downward,20277
2012-02-16,0.22158317668277702,Low,Stable,16927
2012-02-17,0.0312935052553392,High,Downward,21982
2012-02-18,0.11538121321422432,High,Stable,26849
2012-02-19,0.09107475065149338,High,Downward,25327
2012-02-20,0.1554827640767412,Medium,Downward,13273
2012-02-21,0.08511185589488363,Low,Downward,17509
2012-02-22,0.09846517905222775,Medium,Upward,34774
2012-02-23,0.21700876809850259,Low,Stable,43264
2012-02-24,0.16270154114899413,Medium,Upward,14514
2012-02-25,0.06205015601246104,High,Upward,35008
2012-02-26,0.18982373956908294,Low,Downward,32745
2012-02-27,0.07564102432557324,Medium,Stable,22368
2012-02-28,0.1252610846247456,Low,Stable,9947
2012-02-29,0.17225359210464453,Low,Stable,17067
2012-03-01,0.0898244982406472,Medium,Stable,42314
2012-03-02,0.11450349922867428,Medium,Upward,32252
2012-03-03,0.19151291140691318,Low,Upward,5936
2012-03-04,0.23634040975335555,Low,Stable,33379
2012-03-05,0.14643391253108407,High,Upward,32316
2012-03-06,0.032193613742457,Low,Stable,12246
2012-03-07,0.10446202527320271,High,Upward,45899
2012-03-08,0.11769955366601757,High,Downward,25324
2012-03-09,0.10461819640049369,High,Downward,13988
2012-03-10,0.12597914944542382,Low,Stable,39387
2012-03-11,0.16918657584004793,High,Stable,41637
2012-03-12,0.056648165939505696,Low,Upward,46337
2012-03-13,0.08997871195085122,Low,Stable,6360
2012-03-14,0.14168257892387742,Medium,Stable,46421
2012-03-15,0.09942612779959452,Low,Upward,44027
2012-03-16,0.24803877438977906,Low,Stable,37197
2012-03-17,0.12491492274824742,High,Stable,12457
2012-03-18,0.22135581379028757,Low,Downward,38882
2012-03-19,0.22723216383505018,Low,Downward,19640
2012-03-20,0.213921539938917,Medium,Downward,42230
2012-03-21,0.04031761300793692,Medium,Stable,41197
2012-03-22,0.2385042809549373,High,Upward,12124
2012-03-23,0.058323363669298925,High,Downward,26047
2012-03-24,0.03756879809714479,Medium,Stable,18358
2012-03-25,0.12116131373944265,Medium,Downward,20743
2012-03-26,0.07281948720672833,Low,Upward,40260
2012-03-27,0.07052323652591197,High,Upward,42786
2012-03-28,0.09332031494275313,High,Upward,45314
2012-03-29,0.08464923315430806,Low,Upward,16172
2012-03-30,0.18065498847303368,Low,Upward,13431
2012-03-31,0.0710910074599354,High,Upward,2272
2012-04-01,0.14948602714339687,Medium,Stable,27755
2012-04-02,0.24701384015157654,Medium,Downward,48167
2012-04-03,0.12512413261038355,Low,Upward,31602
2012-04-04,0.171212083934996,High,Downward,5672
2012-04-05,0.2432617691005722,Low,Downward,28347
2012-04-06,0.060280579569100136,Medium,Stable,44141
2012-04-07,0.12209354204447087,Medium,Upward,14491
2012-04-08,0.2170423280429559,Low,Upward,45050
2012-04-09,0.23510725020387355,Medium,Stable,5553
2012-04-10,0.16227193275095914,High,Stable,2633
2012-04-11,0.06155253255884914,Low,Stable,39496
2012-04-12,0.2283237484684841,Low,Stable,9445
2012-04-13,0.06837824456200736,Low,Stable,40384
2012-04-14,0.10763312663306608,Medium,Downward,31241
2012-04-15,0.11261175510769758,High,Stable,40824
2012-04-16,0.12840413877197815,Low,Upward,44117
2012-04-17,0.2038364795048089,Low,Upward,15862
2012-04-18,0.20647176318254662,Medium,Stable,10435
2012-04-19,0.18832411612118513,High,Stable,20864
2012-04-20,0.03486830837274796,Low,Stable,10740
2012-04-21,0.15426592248777335,Medium,Stable,35969
2012-04-22,0.194448450293908,Low,Stable,13911
2012-04-23,0.1278175528135394,Medium,Upward,44931
2012-04-24,0.2378859299803872,High,Downward,46000
2012-04-25,0.21123831481367722,Medium,Stable,30539
2012-04-26,0.17039411440710278,Low,Stable,43546
2012-04-27,0.04373354041015294,Low,Stable,18593
2012-04-28,0.1735161744682904,Medium,Upward,18946
2012-04-29,0.23054751227548817,High,Upward,34477
2012-04-30,0.11347798511380931,High,Downward,1560
2012-05-01,0.21438915563317942,Low,Downward,23822
2012-05-02,0.09889545142967938,Low,Downward,6412
2012-05-03,0.15542272414040662,Medium,Downward,36808
2012-05-04,0.1726533720415721,Medium,Upward,28065
2012-05-05,0.17915890826295688,Medium,Downward,1330
2012-05-06,0.2241608491821566,High,Stable,10351
2012-05-07,0.08161689874138206,High,Upward,29194
2012-05-08,0.08772130876357442,Low,Upward,43787
2012-05-09,0.1848890185283621,Low,Upward,49784
2012-05-10,0.06898263874648838,Low,Stable,3360
2012-05-11,0.13213948909207127,Medium,Upward,19361
2012-05-12,0.03440756449698733,High,Stable,5903
2012-05-13,0.0610154541378251,Low,Downward,24890
2012-05-14,0.17934620470634952,Low,Upward,18721
2012-05-15,0.19444155276598588,Low,Stable,43033
2012-05-16,0.055370187312332904,Low,Upward,3581
2012-05-17,0.08009610109046333,Low,Downward,18130
2012-05-18,0.051758978238151246,Low,Upward,6057
2012-05-19,0.12535082566352568,High,Downward,35756
2012-05-20,0.05774553556381932,Low,Upward,39631
2012-05-21,0.1262051237767158,High,Stable,16415
2012-05-22,0.19106161627624896,Medium,Downward,1681
2012-05-23,0.18034549929155183,High,Upward,2647
2012-05-24,0.09170130710740595,Medium,Downward,40167
2012-05-25,0.17822776083432515,High,Downward,22910
2012-05-26,0.23409666879790691,High,Stable,38136
2012-05-27,0.10645536515868141,Low,Stable,17114
2012-05-28,0.10240621381347345,High,Stable,30918
2012-05-29,0.15571650332604384,High,Stable,40731
2012-05-30,0.0840103984260438,Low,Downward,44724
2012-05-31,0.17334736415565544,Medium,Downward,23766
2012-06-01,0.2130975895479458,Low,Upward,44823
2012-06-02,0.13105007112169903,Low,Upward,12120
2012-06-03,0.17949161148424414,Low,Upward,3016
2012-06-04,0.17341479325425896,Medium,Stable,26364
2012-06-05,0.03850642360646969,High,Downward,39269
2012-06-06,0.0703515849386708,High,Downward,25201
2012-06-07,0.2265766003999886,Low,Upward,12580
2012-06-08,0.23655627242030425,Low,Upward,11494
2012-06-09,0.20169672078045903,High,Downward,5609
2012-06-10,0.2326745926320928,High,Stable,17362
2012-06-11,0.09735270320208646,High,Upward,47960
2012-06-12,0.08449641379139033,Medium,Upward,33241
2012-06-13,0.1145460412633144,Medium,Downward,41339
2012-06-14,0.042175239681099624,Low,Downward,2729
2012-06-15,0.20817175618909212,Medium,Upward,30417
2012-06-16,0.246518606725317,Low,Upward,47874
2012-06-17,0.21128644433605417,High,Stable,15044
2012-06-18,0.15209457366756057,High,Stable,33679
2012-06-19,0.09496203350624896,Low,Stable,44979
2012-06-20,0.07349353547958773,High,Stable,11916
2012-06-21,0.11009383179526519,Low,Upward,23218
2012-06-22,0.1767332965006054,Low,Upward,16507
2012-06-23,0.1283535422189812,Low,Upward,18565
2012-06-24,0.23549316041858692,Medium,Stable,36695
2012-06-25,0.21792847545246113,Low,Upward,13900
2012-06-26,0.05252813551183777,Low,Downward,24667
2012-06-27,0.058935549254856195,Low,Stable,44771
2012-06-28,0.17877262076602438,Medium,Downward,2008
2012-06-29,0.08076904579567795,High,Stable,44885
2012-06-30,0.20402657294258528,Medium,Upward,836
2012-07-01,0.1600987913117977,Low,Stable,19012
2012-07-02,0.080562716101337,Medium,Downward,12052
2012-07-03,0.13531109544573006,High,Stable,20525
2012-07-04,0.11933678432074733,High,Downward,7806
2012-07-05,0.22209505902166904,Low,Upward,48635
2012-07-06,0.03707574449495106,High,Downward,24859
2012-07-07,0.22708565590269378,Medium,Upward,6147
2012-07-08,0.17345819023354353,Medium,Downward,32971
2012-07-09,0.19225840126064334,High,Upward,29317
2012-07-10,0.03057364194637942,Low,Downward,25074
2012-07-11,0.16821267548819113,Low,Upward,34377
2012-07-12,0.15946695601642571,Medium,Upward,28448
2012-07-13,0.14818522240498597,High,Upward,4918
2012-07-14,0.2028907084752947,Medium,Downward,18710
2012-07-15,0.15229164120723115,Medium,Downward,13883
2012-07-16,0.21856138170316866,Medium,Upward,13987
2012-07-17,0.08117892701012044,Low,Stable,1224
2012-07-18,0.20731616957377397,High,Upward,27441
2012-07-19,0.06944881002145725,High,Stable,35550
2012-07-20,0.2088859142331756,Low,Upward,16718
2012-07-21,0.2369019741422849,Medium,Downward,23954
2012-07-22,0.1038527113082845,Medium,Stable,48966
2012-07-23,0.14657498907564154,Low,Downward,12792
2012-07-24,0.17483238504309248,High,Stable,34801
2012-07-25,0.04748376648798881,Low,Stable,43557
2012-07-26,0.13869775800490647,High,Stable,15346
2012-07-27,0.10932869484941428,High,Stable,42324
2012-07-28,0.22194023887528777,High,Downward,3819
2012-07-29,0.22286949411583176,Medium,Stable,2104
2012-07-30,0.1841714987003921,Medium,Upward,47712
2012-07-31,0.17425938441034963,Low,Upward,17632
2012-08-01,0.19141146104068849,Low,Stable,23591
2012-08-02,0.11051711822061755,Medium,Downward,10822
2012-08-03,0.1189942342851376,Low,Downward,11150
2012-08-04,0.1518150390355152,Medium,Stable,12618
2012-08-05,0.23636618802018283,Medium,Downward,34417
2012-08-06,0.18927997230630378,High,Downward,4762
2012-08-07,0.15121763378916914,High,Downward,5654
2012-08-08,0.1994908632772772,Medium,Stable,35107
2012-08-09,0.11159586869245351,High,Upward,3744
2012-08-10,0.19070267425176154,Medium,Upward,23127
2012-08-11,0.12034877462219407,High,Upward,4044
2012-08-12,0.09152550954329694,Low,Upward,23520
2012-08-13,0.16413929045490436,Low,Upward,25890
2012-08-14,0.1811130631230406,Medium,Downward,46823
2012-08-15,0.13104458345950412,Medium,Downward,35159
2012-08-16,0.15441016089821033,High,Downward,49336
2012-08-17,0.1826945364683105,High,Stable,8655
2012-08-18,0.1988962113426521,Medium,Downward,2401
2012-08-19,0.22702572539827676,Low,Upward,32752
2012-08-20,0.1079997253781522,Low,Downward,46377
2012-08-21,0.2393249956275706,Medium,Upward,6490
2012-08-22,0.17020155822707925,Low,Downward,13321
2012-08-23,0.2032944141937685,Medium,Upward,35410
2012-08-24,0.18394918956591644,High,Downward,11283
2012-08-25,0.07522577957664946,Low,Upward,8858
2012-08-26,0.04571644426194223,Low,Upward,14504
2012-08-27,0.18978302208398645,High,Stable,6365
2012-08-28,0.14243158691480684,High,Downward,44656
2012-08-29,0.1844869410498314,Low,Upward,38056
2012-08-30,0.13490541686140115,Low,Downward,31415
2012-08-31,0.09869159449163088,Medium,Upward,42474
2012-09-01,0.09270394003710501,Medium,Stable,2727
2012-09-02,0.19071706879139874,Low,Stable,16312
2012-09-03,0.09089161792247044,Medium,Stable,9101
2012-09-04,0.1872289116035926,High,Stable,22113
2012-09-05,0.11447122778982327,Medium,Upward,9257
2012-09-06,0.19959764895013654,Medium,Downward,6292
2012-09-07,0.061418183672187314,Low,Stable,4023
2012-09-08,0.07509558750495601,Medium,Stable,23311
2012-09-09,0.180900553258436,Low,Stable,22255
2012-09-10,0.15325084644361778,Low,Downward,34522
2012-09-11,0.07485323537675181,Low,Upward,24234
2012-09-12,0.22862194257990076,High,Upward,31141
2012-09-13,0.09070771243078218,Medium,Upward,43109
2012-09-14,0.12263570760259944,Medium,Upward,15807
2012-09-15,0.07450334721195835,Medium,Downward,35142
2012-09-16,0.11536607603513313,Low,Downward,27599
2012-09-17,0.13816228502452432,High,Downward,16474
2012-09-18,0.0949543519928422,Low,Stable,16226
2012-09-19,0.19920060810322635,Medium,Downward,7895
2012-09-20,0.11666525530217436,Low,Upward,45591
2012-09-21,0.19049219999092876,Low,Downward,24904
2012-09-22,0.07555587858585354,Medium,Stable,4055
2012-09-23,0.11294780929449931,Low,Upward,34626
2012-09-24,0.031772823557017736,Low,Downward,35525
2012-09-25,0.19690026846101658,High,Upward,23832
2012-09-26,0.16769506175270651,Low,Upward,5744
2012-09-27,0.20992113148250036,High,Downward,38626
2012-09-28,0.1302343733825969,Medium,Downward,31297
2012-09-29,0.2059429416168246,High,Stable,28523
2012-09-30,0.17246815973961524,Low,Downward,36087
2012-10-01,0.030794845157532506,Medium,Downward,12645
2012-10-02,0.08581274491947263,Low,Downward,25097
2012-10-03,0.13865609748537455,Low,Upward,3370
2012-10-04,0.16611121693663367,High,Stable,28303
2012-10-05,0.04442999022622017,Low,Upward,8250
2012-10-06,0.18511758420043417,High,Downward,21071
2012-10-07,0.14957794148239717,Medium,Stable,41271
2012-10-08,0.14567144750002287,Medium,Downward,16698
2012-10-09,0.09425002278154132,Low,Upward,15189
2012-10-10,0.16086108188792692,High,Upward,48982
2012-10-11,0.036048435718990426,Low,Downward,26263
2012-10-12,0.04423407271087747,Low,Stable,1544
2012-10-13,0.19145141918682512,Low,Upward,23604
2012-10-14,0.10081609535747206,Low,Downward,37082
2012-10-15,0.10633275663738644,High,Downward,11671
2012-10-16,0.0758447447164194,Low,Downward,14336
2012-10-17,0.12803655226198507,Medium,Stable,23897
2012-10-18,0.041438554910486064,High,Downward,975
2012-10-19,0.096079909185645,Low,Downward,4017
2012-10-20,0.14596726279109346,High,Upward,15906
2012-10-21,0.13243902274301014,Low,Downward,31159
2012-10-22,0.24992732148706742,Medium,Stable,47264
2012-10-23,0.11552822346572021,Medium,Downward,23157
2012-10-24,0.11513979303594796,Medium,Stable,43154
2012-10-25,0.14078799103118128,High,Downward,39370
2012-10-26,0.07186668425967055,Medium,Downward,7834
2012-10-27,0.22278697305101475,Low,Downward,17063
2012-10-28,0.15589891355017868,Low,Stable,42980
2012-10-29,0.07226368062387292,Low,Upward,9576
2012-10-30,0.20455715010186912,High,Stable,44622
2012-10-31,0.037553077651427715,High,Upward,10612
2012-11-01,0.246164124128794,Medium,Stable,20539
2012-11-02,0.2203328536497017,High,Downward,27725
2012-11-03,0.15752068021748436,Low,Downward,20375
2012-11-04,0.054485045806554624,Low,Upward,23031
2012-11-05,0.07736001012372772,Low,Upward,12199
2012-11-06,0.09147573746898388,High,Stable,48531
2012-11-07,0.08302698233879441,Low,Stable,23900
2012-11-08,0.13945440229975806,Medium,Upward,11568
2012-11-09,0.23780328145877253,High,Upward,34099
2012-11-10,0.12771796864891832,Low,Stable,12157
2012-11-11,0.1755442049981492,Low,Upward,2237
2012-11-12,0.1814883053153411,High,Upward,25746
2012-11-13,0.2217477595559862,High,Upward,21688
2012-11-14,0.037440683265734236,Medium,Upward,6302
2012-11-15,0.11895261305645928,High,Downward,41176
2012-11-16,0.20264172509894185,Low,Downward,6366
2012-11-17,0.20927074329239817,Medium,Upward,42376
2012-11-18,0.23401317533828248,Low,Stable,4814
2012-11-19,0.1846147591599605,Low,Downward,14413
2012-11-20,0.08393386814304357,Low,Stable,40967
2012-11-21,0.14124646347856318,High,Stable,34499
2012-11-22,0.037115963342157464,High,Downward,36033
2012-11-23,0.1723242350416143,Low,Stable,49191
2012-11-24,0.15194494653192647,High,Stable,22614
2012-11-25,0.17670398176748447,Low,Upward,24186
2012-11-26,0.234630921745271,High,Upward,47576
2012-11-27,0.18120085457849494,High,Upward,42385
2012-11-28,0.10049898468244747,High,Downward,39556
2012-11-29,0.07372206605143448,Medium,Upward,8309
2012-11-30,0.21801996550010405,High,Stable,23116
2012-12-01,0.07275307152022734,Medium,Stable,46417
2012-12-02,0.06555410773098005,Medium,Stable,11871
2012-12-03,0.07545465774981468,Medium,Stable,28542
2012-12-04,0.1419449865887115,Low,Stable,47649
2012-12-05,0.0573212374950805,High,Downward,14028
2012-12-06,0.23638603273127448,Low,Stable,12414
2012-12-07,0.2425758155928197,Medium,Downward,11101
2012-12-08,0.24423640772225974,High,Stable,36349
2012-12-09,0.03860745706033836,Low,Downward,43651
2012-12-10,0.238163455825607,Medium,Downward,12174
2012-12-11,0.24943128517583354,Low,Stable,35207
2012-12-12,0.23733440405600714,Low,Stable,47406
2012-12-13,0.17760655926779534,High,Stable,42541
2012-12-14,0.1842706335298702,High,Stable,14782
2012-12-15,0.056895646772158484,Low,Upward,32058
2012-12-16,0.22234535695649174,High,Upward,46452
2012-12-17,0.04312070861832973,High,Downward,11048
2012-12-18,0.09990072025588075,Low,Downward,11315
2012-12-19,0.24805336193260114,High,Upward,35842
2012-12-20,0.12291213340265897,High,Downward,27609
2012-12-21,0.05885436927235692,Medium,Stable,11630
2012-12-22,0.24324482565079764,High,Downward,36048
2012-12-23,0.24651072234918192,Medium,Downward,7599
2012-12-24,0.07114939075251717,Low,Downward,9347
2012-12-25,0.22025683792283757,Medium,Upward,32362
2012-12-26,0.11589313176265618,Low,Upward,15128
2012-12-27,0.11390106218707718,High,Downward,13479
2012-12-28,0.08779347901731836,High,Stable,21858
2012-12-29,0.03983626040207723,Medium,Downward,33037
2012-12-30,0.08896197641074918,Low,Upward,47496
2012-12-31,0.04183091917327144,High,Stable,20706
2013-01-01,0.23336185019919195,Medium,Downward,44227
2013-01-02,0.17557854792640026,Medium,Upward,39672
2013-01-03,0.22505698300360613,Medium,Stable,17347
2013-01-04,0.18780394992352553,High,Downward,24106
2013-01-05,0.058883111638180635,Low,Upward,29010
2013-01-06,0.23692793808176554,High,Stable,46493
2013-01-07,0.22797647179920874,High,Downward,29039
2013-01-08,0.10657673713822785,Low,Stable,28630
2013-01-09,0.05453733487736883,Medium,Stable,4181
2013-01-10,0.18491404517355223,High,Stable,35632
2013-01-11,0.19023948660207896,Medium,Upward,40157
2013-01-12,0.22730238986495557,Medium,Downward,29641
2013-01-13,0.04158426707923758,Low,Stable,8247
2013-01-14,0.0611748443660218,Low,Stable,21168
2013-01-15,0.16161473443342012,Low,Stable,21071
2013-01-16,0.16620894119141816,Medium,Upward,1139
2013-01-17,0.03739412570930138,Medium,Stable,20774
2013-01-18,0.11732505123356485,High,Upward,27309
2013-01-19,0.1585155808807308,Medium,Upward,38698
2013-01-20,0.19234049329338146,Low,Stable,27021
2013-01-21,0.09955315219123229,Low,Stable,28063
2013-01-22,0.13645876846480512,Low,Upward,8533
2013-01-23,0.20909207190864204,Low,Upward,46678
2013-01-24,0.2398569140575029,Medium,Stable,5849
2013-01-25,0.08066922858576601,Low,Upward,43886
2013-01-26,0.08566928528037718,High,Upward,46201
2013-01-27,0.2367600012354526,Medium,Stable,21888
2013-01-28,0.11710045316779039,Low,Stable,16408
2013-01-29,0.1880366313945634,High,Downward,1438
2013-01-30,0.16469835032057276,Low,Stable,8509
2013-01-31,0.09282928955469238,Medium,Stable,5943
2013-02-01,0.17378368883076548,Medium,Stable,2024
2013-02-02,0.17422449821053412,High,Downward,48034
2013-02-03,0.16033750078999678,Medium,Upward,48847
2013-02-04,0.051925381466892837,High,Stable,45670
2013-02-05,0.2489378009222883,Low,Stable,37813
2013-02-06,0.11809162145758204,Medium,Downward,10541
2013-02-07,0.17041521678733756,Low,Downward,23791
2013-02-08,0.22486757270477625,Low,Downward,40975
2013-02-09,0.123123467452364,Medium,Upward,26881
2013-02-10,0.20026351249722069,Low,Downward,48358
2013-02-11,0.2438013734294693,High,Upward,16442
2013-02-12,0.10896564725567062,High,Stable,10367
2013-02-13,0.11915930545120207,High,Stable,42427
2013-02-14,0.22922673297924512,Medium,Stable,39336
2013-02-15,0.06512143091934025,Low,Downward,18199
2013-02-16,0.03629086443907731,Low,Stable,33903
2013-02-17,0.2299555810668046,Low,Downward,46521
2013-02-18,0.21075014630586766,Low,Upward,16130
2013-02-19,0.24396826716129305,High,Stable,17264
2013-02-20,0.04281231219634921,Medium,Upward,2934
2013-02-21,0.06435901269701719,High,Downward,30462
2013-02-22,0.05316876299975795,High,Downward,984
2013-02-23,0.18035154910461604,Medium,Stable,31187
2013-02-24,0.1633222162243715,Medium,Stable,41624
2013-02-25,0.10905374386519713,High,Downward,8063
2013-02-26,0.042633165468493904,Low,Stable,13991
2013-02-27,0.170725636490239,Medium,Stable,4314
2013-02-28,0.15542650672531247,Medium,Upward,33534
2013-03-01,0.054838706433335466,High,Downward,6877
2013-03-02,0.2299601349842171,Low,Upward,35920
2013-03-03,0.07376893612783791,Medium,Stable,49284
2013-03-04,0.1935720134716484,High,Upward,10300
2013-03-05,0.2247166897594486,Medium,Downward,15792
2013-03-06,0.15748449795261585,Low,Upward,10933
2013-03-07,0.08430675916561528,High,Upward,7205
2013-03-08,0.0980346738775311,High,Stable,31069
2013-03-09,0.2248644574181431,Low,Downward,17674
2013-03-10,0.09561657440282662,High,Stable,32257
2013-03-11,0.19416190632980695,Low,Stable,17885
2013-03-12,0.24783634669618917,High,Downward,36502
2013-03-13,0.24995967825978913,Low,Upward,15147
2013-03-14,0.14736554461925291,Medium,Stable,14302
2013-03-15,0.21184227529294153,Medium,Upward,47279
2013-03-16,0.2478549709426639,Medium,Downward,14648
2013-03-17,0.11242803576523609,High,Stable,23221
2013-03-18,0.08553010871546729,Low,Upward,15226
2013-03-19,0.0551313382852803,Low,Upward,5495
2013-03-20,0.06099792037608774,Medium,Stable,49771
2013-03-21,0.21778239999654594,Medium,Downward,16660
2013-03-22,0.15951907986755628,Medium,Upward,47665
2013-03-23,0.22221601858634688,Low,Downward,48204
2013-03-24,0.20368011958707705,Medium,Stable,26510
2013-03-25,0.1782238186105639,High,Upward,26211
2013-03-26,0.16404868221950936,Medium,Upward,9643
2013-03-27,0.04063455891918045,Medium,Upward,31952
2013-03-28,0.2219005431207023,Low,Downward,16373
2013-03-29,0.12192525356953714,High,Upward,39134
2013-03-30,0.15315310855570624,Low,Upward,31537
2013-03-31,0.034829770412944557,High,Stable,39567
2013-04-01,0.23593617040981316,High,Upward,29056
2013-04-02,0.2286029014402403,Medium,Downward,37434
2013-04-03,0.14952116658198322,Medium,Stable,42505
2013-04-04,0.15700855929703864,Low,Stable,2802
2013-04-05,0.1851037867287675,Low,Upward,17423
2013-04-06,0.08823287721595302,Low,Stable,42615
2013-04-07,0.07882143699692656,High,Upward,49493
2013-04-08,0.17828504825235922,Low,Stable,23051
2013-04-09,0.05297293815495979,High,Downward,13507
2013-04-10,0.12989364103914375,High,Upward,24917
2013-04-11,0.1384072932797998,High,Downward,23543
2013-04-12,0.11389413492133696,High,Upward,11590
2013-04-13,0.07075899865350163,High,Downward,48869
2013-04-14,0.10816957815157803,Medium,Downward,33420
2013-04-15,0.104262595783299,High,Stable,16396
2013-04-16,0.13983844842272508,High,Upward,31139
2013-04-17,0.17842978514727426,Medium,Stable,34921
2013-04-18,0.24301172717575753,Medium,Downward,43795
2013-04-19,0.06171591723835221,Medium,Upward,49396
2013-04-20,0.222063764187038,Low,Downward,42246
2013-04-21,0.09251916008585773,Low,Downward,46478
2013-04-22,0.16010200940030925,High,Downward,21498
2013-04-23,0.15028212855645096,High,Downward,40432
2013-04-24,0.15252865209821787,High,Stable,15516
2013-04-25,0.18913889457813884,High,Downward,31606
2013-04-26,0.1139714272647791,Medium,Stable,18668
2013-04-27,0.10020199191210824,Low,Downward,48718
2013-04-28,0.217623606100805,Medium,Upward,31930
2013-04-29,0.07842090886033946,Low,Downward,6925
2013-04-30,0.06965412820845147,Medium,Downward,42772
2013-05-01,0.03343363606415739,High,Upward,35915
2013-05-02,0.07632711204642109,Low,Upward,48311
2013-05-03,0.14407691532967584,High,Downward,37276
2013-05-04,0.14847195206310498,Low,Downward,29846
2013-05-05,0.08597250806301755,Low,Stable,23560
2013-05-06,0.045900317409063966,High,Upward,10914
2013-05-07,0.19382097519594535,High,Upward,1437
2013-05-08,0.19675457668370594,High,Stable,39434
2013-05-09,0.24952400718414353,Medium,Downward,23977
2013-05-10,0.22800650551763788,Low,Downward,36576
2013-05-11,0.23373365419388134,Low,Upward,24400
2013-05-12,0.20560484166366721,Low,Stable,17051
2013-05-13,0.1654106277441498,High,Downward,27609
2013-05-14,0.05828011067299231,Low,Upward,24556
